"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.796968463E1,-9.354503751E-1,-1.205020905E0,3.070513308E-1,1.556092319E0
2.797439968E1,-6.497668028E-1,-6.774625778E-1,-1.923590899E-2,9.388942766E-1
2.797911468E1,-5.400213599E-1,-9.345111847E-1,-1.482540369E-1,1.089455590E0
2.798382963E1,-6.702882051E-2,-4.898643494E-2,-1.801486611E-1,1.983584475E-1
2.798854468E1,3.133092523E-1,1.103026390E0,-1.292008162E-1,1.153916269E0
2.799325974E1,1.708334237E-1,1.359740257E0,-5.287033319E-2,1.371449196E0
2.799797474E1,2.737848461E-2,1.295867920E0,-5.703103542E-2,1.297411186E0
2.800268974E1,-7.415008545E-2,1.342036247E0,5.353397131E-2,1.345148843E0
2.800740474E1,-1.385308951E-1,1.584175110E0,3.424024582E-2,1.590589193E0
2.801211974E1,-2.418749779E-1,1.697031021E0,-4.806548357E-2,1.714855120E0
2.801683479E1,-3.552625179E-1,1.532570839E0,-2.120906115E-1,1.587440475E0
2.802154979E1,-4.496363997E-1,1.201032639E0,-3.233445883E-1,1.322574767E0
2.802626479E1,-5.342332125E-1,6.786909103E-1,-3.336457014E-1,9.259297658E-1
2.803097979E1,-5.751580596E-1,6.614494324E-2,-2.430056930E-1,6.278803340E-1
2.803569484E1,-5.193827748E-1,-6.030292511E-1,-9.007060528E-2,8.009466015E-1
2.804040984E1,-4.434696734E-1,-1.247485161E0,9.129127860E-2,1.327109142E0
2.804512484E1,-3.714788556E-1,-1.728631020E0,2.435252964E-1,1.784787470E0
2.804983984E1,-2.844898105E-1,-1.831567764E0,3.424962461E-1,1.884908116E0
2.805455484E1,-1.306612194E-1,-1.298633575E0,3.688237071E-1,1.356301015E0
2.805926989E1,4.588294029E-2,-4.460611343E-1,1.791532338E-1,4.828785157E-1
2.806398489E1,1.979695261E-2,5.659008026E-2,-6.812083721E-2,9.074582623E-2
2.806869989E1,-1.985195130E-1,3.817873001E-1,-2.960048318E-1,5.222934041E-1
2.807341489E1,-3.546709418E-1,5.201625824E-1,-4.756310582E-1,7.890408688E-1
2.807812994E1,-4.340053797E-1,6.679067612E-1,-4.492723942E-1,9.144975644E-1
2.808284494E1,-5.462864637E-1,6.194572449E-1,-3.219931722E-1,8.864737907E-1
2.808755994E1,-6.533992290E-1,4.085235596E-1,-1.942947507E-1,7.947153587E-1
2.809227494E1,-7.932848334E-1,2.121458054E-1,-1.473816037E-1,8.342829297E-1
2.809698994E1,-7.890451550E-1,2.119321823E-1,-1.858790517E-1,8.378893295E-1
2.810170500E1,-5.372036695E-1,6.227865219E-1,-9.526854753E-2,8.279655371E-1
2.810642000E1,-5.835585594E-1,7.415695190E-1,-1.859979630E-1,9.618010117E-1
2.811113500E1,-6.250215769E-1,5.494527817E-1,-4.043780565E-1,9.252415595E-1
2.811585000E1,-4.600769281E-1,3.622093201E-1,-5.771325231E-1,8.221607632E-1
2.812056500E1,-4.043289423E-1,2.610063553E-1,-8.702612519E-1,9.944651113E-1
2.812528005E1,-3.578320742E-1,-4.429340363E-1,-1.439371586E0,1.547909854E0
2.812999505E1,-3.487482667E-1,-5.015897751E-1,-3.715533257E0,3.765422292E0
2.813471005E1,-1.174963117E0,-6.313638687E-1,3.057810545E0,3.336070142E0
2.813942505E1,-4.990130663E-1,-4.302186966E-1,4.433862686E0,4.482548437E0
2.814414010E1,8.750605583E-1,1.486682892E-1,1.705310106E0,1.922476476E0
2.814885510E1,1.886421680E0,3.874263763E-1,-6.026578546E-1,2.017890592E0
2.815357010E1,1.941239357E0,1.335849762E-1,-4.211533666E-1,1.990885568E0
2.815828510E1,1.137133241E0,-2.726802826E-1,4.843812883E-1,1.265721840E0
2.816300010E1,7.139889002E-1,-2.480106354E-1,6.445603967E-1,9.933516647E-1
2.816771515E1,6.572886705E-1,2.499408722E-1,2.247649133E-1,7.382534133E-1
2.817243015E1,4.154015183E-1,1.048123360E0,-4.487497807E-1,1.213465024E0
2.817714515E1,2.260367423E-1,1.438518524E0,-9.136211276E-1,1.719049655E0
2.818186015E1,2.227649540E-1,1.498211861E0,-6.078343391E-1,1.632092396E0
2.818657520E1,1.553873271E-1,1.242086411E0,-3.468524814E-1,1.298934377E0
2.819129020E1,-4.429911077E-2,7.232522964E-1,-2.424735427E-1,7.641005918E-1
2.819600520E1,-2.619280219E-1,2.719736099E-1,-2.535821199E-1,4.548404387E-1
2.820072020E1,-3.549730182E-1,-2.168941498E-1,-3.619878888E-1,5.514382536E-1
2.820543520E1,-7.491301298E-1,-6.431665421E-1,-5.275536180E-1,1.119451639E0
2.821015026E1,-1.620100141E0,5.553569794E-1,-1.457415700E0,2.248823328E0
2.821486526E1,-6.221777201E-1,1.748266220E-1,-9.829627275E-1,1.176386496E0
2.821958026E1,4.424576461E-1,7.176733017E-1,-6.876395345E-1,1.087966850E0
2.822429526E1,7.938181162E-1,6.391534805E-1,-3.506942987E-1,1.077799084E0
2.822901031E1,6.578499079E-1,3.085327148E-2,2.820378542E-1,7.164242995E-1
2.823372531E1,2.448720187E-1,-5.379867554E-1,8.860782385E-1,1.065141633E0
2.823844031E1,3.700914979E-2,-7.474174500E-1,1.089737654E0,1.321942009E0
2.824315531E1,2.221894115E-1,-7.940359116E-1,8.375455737E-1,1.175305812E0
2.824787031E1,6.567007899E-1,-6.113309860E-1,1.322591305E-2,8.973050912E-1
2.825258536E1,1.096015692E0,-6.824512482E-1,-6.921260953E-1,1.464932980E0
2.825730036E1,1.524572492E0,-6.916885376E-1,-1.276722431E0,2.105415513E0
2.826201536E1,1.821174979E0,-9.592609406E-1,-1.286683083E0,2.427429342E0
2.826673036E1,1.893757701E0,-1.350837708E0,-8.676149845E-1,2.482707494E0
2.827144536E1,1.823338509E0,-1.799137115E0,-1.947644949E-1,2.568927964E0
2.827616041E1,1.477587819E0,-1.974164963E0,3.273344040E-1,2.487517010E0
2.828087541E1,1.497589588E0,-1.842622757E0,9.302980304E-1,2.550193644E0
2.828559041E1,1.485942960E0,-1.600780487E0,1.182916641E0,2.483911518E0
2.829030541E1,1.471671104E0,-1.220217705E0,1.039077997E0,2.175874576E0
2.829502046E1,1.383387685E0,-7.443103790E-1,6.162742376E-1,1.687469515E0
2.829973546E1,1.216830969E0,-1.924600601E-1,1.701190770E-1,1.243647451E0
2.830445047E1,9.816531539E-1,3.540096283E-1,1.828613877E-1,1.059435708E0
2.830916547E1,7.210121751E-1,1.024194717E0,1.991561055E-1,1.268265166E0
2.831388046E1,4.916441441E-1,1.994906425E0,1.503563523E-1,2.060090445E0
2.831859552E1,8.039762974E-1,4.436959743E0,9.515458345E-1,4.608517020E0
2.832331052E1,1.072229385E0,2.392887592E0,-7.542697787E-1,2.728462898E0
2.832802552E1,4.859067202E-1,-1.618247986E0,-1.170869589E0,2.055667161E0
2.833274052E1,-9.686247706E-1,-2.953550339E0,8.687818050E-2,3.109540379E0
2.833745552E1,-1.671296477E0,-3.305826187E-1,7.391104102E-1,1.857094769E0
2.834217057E1,-1.789024949E0,1.036190033E0,5.244629979E-1,2.132923226E0
2.834688557E1,-1.223366976E0,1.206137657E0,3.711313009E-2,1.718363230E0
2.835160057E1,-6.263086796E-1,1.390615463E0,-7.729225159E-1,1.709819623E0
2.835631557E1,-5.067981482E-1,1.862314224E0,-1.048081160E0,2.196254254E0
2.836103057E1,-8.273861408E-1,2.171299458E0,-5.594837070E-1,2.390006523E0
2.836574562E1,-1.062332988E0,1.872767925E0,2.605783939E-2,2.153251051E0
2.837046062E1,-1.296800494E0,1.057749748E0,1.195623875E-1,1.677742893E0
2.837517562E1,-1.715459108E0,-2.000331879E-2,6.133071184E-1,1.821907162E0
2.837989062E1,-1.912047148E0,-1.159128189E0,1.999811828E-1,2.244881941E0
2.838460562E1,-1.426789761E0,-1.675515175E0,-2.443572879E-1,2.214224606E0
2.838932067E1,-2.927648127E-1,-1.416544914E0,-7.985740900E-2,1.448684899E0
2.839403567E1,9.600427747E-1,-5.310506821E-1,5.989356041E-1,1.249968325E0
2.839875067E1,1.870466590E0,5.069017410E-1,1.014660835E0,2.187494286E0
2.840346567E1,2.508440018E0,1.601223946E0,1.029606462E0,3.149012371E0
2.840818072E1,2.696125507E0,1.838667870E0,7.397624850E-1,3.346197965E0
2.841289573E1,2.391958237E0,1.511612892E0,4.168962836E-1,2.860111930E0
2.841761073E1,2.238835335E0,1.724685669E0,2.066204250E-1,2.833657762E0
2.842232572E1,1.975635886E0,1.793642998E0,1.818144321E-2,2.668449535E0
2.842704072E1,1.774533272E0,1.776179314E0,-8.891528845E-2,2.512307150E0
2.843175578E1,1.604051590E0,1.486463547E0,3.572778404E-1,2.215897749E0
2.843647078E1,1.507968903E0,1.011286736E0,1.002863526E0,2.074224271E0
2.844118578E1,7.946892381E-1,5.371160507E-1,7.643193603E-1,1.226461871E0
2.844590078E1,-6.324928999E-2,-1.271724701E-2,4.995055199E-1,5.036546093E-1
2.845061578E1,-7.996490002E-1,-7.004613876E-1,2.102042139E-1,1.083637620E0
2.845533083E1,-1.393259406E0,-1.344512939E0,-5.782425404E-3,1.936212864E0
2.846004583E1,-1.842668533E0,-2.011927605E0,-6.164103746E-2,2.728933790E0
2.846476083E1,-2.076749086E0,-2.635691643E0,3.212976456E-2,3.355709988E0
2.846947583E1,-2.111991644E0,-3.273108482E0,1.883552969E-1,3.899900711E0
2.847419083E1,-2.098827839E0,-3.728142738E0,2.587556243E-1,4.286149910E0
2.847890588E1,-1.939028144E0,-4.091775894E0,3.436617851E-1,4.540987066E0
2.848362088E1,-1.475951552E0,-3.795343399E0,3.573375642E-1,4.087878990E0
2.848833588E1,-9.105874300E-1,-3.093043327E0,2.957622409E-1,3.237832886E0
2.849305088E1,-3.624093533E-1,-2.238678932E0,2.780120969E-1,2.284800785E0
2.849776593E1,-1.736407131E-1,-1.686475754E0,3.554717302E-1,1.732256250E0
2.850248093E1,7.413481176E-2,-9.151134491E-1,4.132108986E-1,1.006812714E0
2.850719593E1,5.291907191E-1,-1.495933533E-1,5.575768352E-1,7.831429727E-1
2.851191093E1,1.075989127E0,7.913618088E-1,1.142431974E0,1.757599764E0
2.851662593E1,1.391568899E0,1.620622635E0,9.158535004E-1,2.324149169E0
2.852134099E1,1.684158325E0,2.132938862E0,-1.193028092E-1,2.720303405E0
2.852605599E1,1.943967104E0,2.243065834E0,-5.551528931E-2,2.968742896E0
2.853077099E1,2.406485081E0,2.124030590E0,5.897774696E-1,3.263512503E0
2.853548599E1,2.566773415E0,2.048703194E0,7.015468478E-1,3.358225501E0
2.854020099E1,2.376320362E0,1.844828129E0,5.646805167E-1,3.060907280E0
2.854491604E1,1.998238802E0,1.655674934E0,6.322638392E-1,2.670950273E0
2.854963104E1,1.556481242E0,1.849108696E0,8.726676106E-1,2.569705350E0
2.855434604E1,1.111561060E0,2.157059193E0,1.122980595E0,2.673865697E0
2.855906104E1,3.235987425E-1,2.240221500E0,1.443219185E0,2.684434788E0
2.856377604E1,-7.103812695E-1,2.299688339E0,1.588396907E0,2.883784447E0
2.856849109E1,-1.511345506E0,2.536213398E0,1.353171825E0,3.247709597E0
2.857320609E1,-1.950809956E0,3.097749710E0,1.015228868E0,3.799000185E0
2.857792109E1,-2.159340858E0,4.031770706E0,9.132218361E-1,4.663893448E0
2.858263609E1,-2.277406216E0,5.041611671E0,1.021472454E0,5.625640701E0
2.858735109E1,-2.406628609E0,5.711431980E0,1.104125977E0,6.295348338E0
2.859206614E1,-2.542626619E0,5.687966824E0,1.179231405E0,6.341017538E0
2.859678114E1,-2.822422743E0,5.043709755E0,1.126099706E0,5.888393565E0
2.860149614E1,-3.099287271E0,3.798541069E0,1.400809050E0,5.098701976E0
2.860621114E1,-3.260017633E0,3.320013523E0,1.385369539E0,4.854838156E0
2.861092614E1,-2.987922192E0,2.321136475E0,9.618794322E-1,3.903916700E0
2.861564119E1,-2.288810968E0,9.360980988E-1,3.905105889E-1,2.503484336E0
2.862035619E1,-1.114572763E0,-3.521289825E-1,-5.854656696E-1,1.307301540E0
2.862507119E1,4.675556123E-1,-8.079118729E-1,-1.901013017E0,2.117824434E0
2.862978619E1,1.239348412E0,-2.301486969E0,-3.503787279E0,4.371424488E0
2.863450119E1,1.513912559E0,-4.067262650E0,-4.809035301E0,6.477760201E0
2.863921625E1,1.948764086E0,-5.837609291E0,-5.702394485E0,8.390033764E0
2.864393125E1,2.483444929E0,-7.144198418E0,-5.440237999E0,9.316826672E0
2.864864625E1,3.118396997E0,-7.117601395E0,-3.392414570E0,8.478981428E0
2.865336125E1,3.470510006E0,-5.764396667E0,-9.457420111E-1,6.794640284E0
2.865807625E1,2.745677233E0,-5.561993599E0,-6.053362489E-1,6.232250656E0
2.866279130E1,2.588067532E0,-1.972320557E0,4.894604981E-1,3.290549119E0
2.866750630E1,1.942203879E0,-6.292085648E-1,6.800507903E-1,2.151866261E0
2.867222130E1,1.732483268E0,1.792925358E0,1.696335316E0,3.015565140E0
2.867693630E1,1.462402701E0,2.903654099E0,1.843588114E0,3.737465173E0
2.868165130E1,1.503264070E0,3.302573204E0,9.727351069E-1,3.756728127E0
2.868636635E1,1.783173323E0,2.794834137E0,-1.410722733E-3,3.315238595E0
2.869108135E1,2.071510792E0,1.195253372E0,-1.119061232E0,2.640470720E0
2.869579635E1,2.381060839E0,-3.859100342E-1,-1.854103804E0,3.042380349E0
2.870051135E1,2.878163815E0,-1.833974838E0,-2.135058165E0,4.025638337E0
2.870522635E1,3.866112471E0,-3.154245377E0,-1.758006573E0,5.290243533E0
2.870994135E1,5.007973671E0,-3.817399025E0,-7.601232529E-1,6.342722047E0
2.871465640E1,5.623153687E0,-4.308048248E0,-6.600489020E-1,7.114408032E0
2.871937140E1,5.675573826E0,-4.741604805E0,-1.414052486E0,7.529574942E0
2.872408640E1,5.223095894E0,-5.189807892E0,-2.288249969E0,7.710442568E0
2.872880140E1,4.415626526E0,-5.389539719E0,-3.113341331E0,7.631368831E0
2.873351645E1,3.416763783E0,-5.785423279E0,-3.963726759E0,7.801059356E0
2.873823145E1,2.537372351E0,-6.094916344E0,-4.562410355E0,8.025076444E0
2.874294645E1,1.833929658E0,-6.136217117E0,-4.556056976E0,7.859650989E0
2.874766145E1,1.267450333E0,-6.033782959E0,-3.905005217E0,7.298084193E0
2.875237645E1,9.234466553E-1,-5.725653648E0,-3.130996704E0,6.590827246E0
2.875709151E1,1.091297150E0,-5.145578384E0,-2.007223368E0,5.629995739E0
2.876180651E1,1.738392115E0,-4.241974831E0,-7.569722533E-1,4.646435688E0
2.876652151E1,1.781913757E0,-2.948777199E0,3.921490908E-2,3.445582885E0
2.877123651E1,1.460801244E0,-1.601379395E0,5.328478217E-1,2.232102829E0
2.877595151E1,8.619205952E-1,-7.831821442E-1,9.325590134E-1,1.491961024E0
2.878066656E1,1.149230003E-1,-4.078435898E-1,1.268637061E0,1.337528946E0
2.878538156E1,-7.013635039E-1,-2.024621964E-1,1.762716770E0,1.907897303E0
2.879009656E1,-1.843070507E0,-3.576650620E-1,1.949284077E0,2.706389034E0
2.879481156E1,-2.939075708E0,-1.403247833E0,2.555453539E0,4.139760052E0
2.879952656E1,-3.440583467E0,-2.706790924E0,2.861768961E0,5.230110256E0
2.880424161E1,-3.130406380E0,-3.407644272E0,5.263183117E0,7.008036823E0
2.880895661E1,-3.110163927E0,-3.157020569E0,5.690840721E0,7.212875061E0
2.881367161E1,-2.996173143E0,-2.830061913E0,3.570134640E0,5.452720906E0
2.881838661E1,-2.532150745E0,-3.176777840E0,1.391809702E0,4.294279810E0
2.882310161E1,-1.817688942E0,-4.086651802E0,5.637797117E-1,4.508055413E0
2.882781661E1,-7.696063519E-1,-4.111312866E0,2.786517143E-3,4.182725808E0
2.883253166E1,-1.363389492E-1,-3.892161369E0,-4.663420916E-1,3.922369613E0
2.883724666E1,-2.259469032E-2,-3.581599236E0,-8.354940414E-1,3.677827334E0
2.884196166E1,1.806528568E-1,-4.159321785E0,-8.952313662E-1,4.258407257E0
2.884667666E1,4.714045525E-1,-5.533939362E0,-5.466948152E-1,5.580822729E0
2.885139172E1,9.903810024E-1,-6.309411049E0,1.758608818E-1,6.389088305E0
2.885610672E1,1.439258099E0,-6.199752808E0,6.022787094E-2,6.364905824E0
2.886082172E1,1.688941479E0,-5.855784416E0,5.593132973E-2,6.094740582E0
2.886553672E1,1.726282597E0,-5.717201233E0,4.883435965E-1,5.992071512E0
2.887025172E1,1.714920044E0,-5.917381287E0,7.305697203E-1,6.204037731E0
2.887496672E1,1.679098606E0,-6.346008301E0,1.240954876E0,6.680655843E0
2.887968177E1,1.714318991E0,-6.591665268E0,1.465199232E0,6.966760323E0
2.888439677E1,1.887787104E0,-6.338775635E0,1.366649628E0,6.753632201E0
2.888911177E1,2.165723801E0,-5.420042038E0,1.697084904E-1,5.839179415E0
2.889382677E1,2.733113527E0,-4.787322998E0,-1.735505104E0,5.779303505E0
2.889854177E1,3.310700893E0,-4.844382286E0,8.591318130E-2,5.868233228E0
2.890325682E1,2.681923866E0,-6.163792610E0,8.015086174E0,1.046071992E1
2.890797182E1,2.784738541E0,-6.049590111E0,8.055862427E0,1.045223558E1
2.891268682E1,3.096596003E0,-5.577202797E0,3.858064890E0,7.455116534E0
2.891740182E1,3.278577089E0,-4.179615021E0,-1.775841236E0,5.601058967E0
2.892211682E1,2.908156872E0,-3.695735931E0,-5.911873817E0,7.554210250E0
2.892683187E1,2.743800402E0,-3.838514328E0,-4.155240059E0,6.287181629E0
2.893154687E1,3.594648600E0,-3.121828079E0,-3.851103544E0,6.123586173E0
2.893626187E1,3.830022335E0,-2.483334541E0,-6.915034294E0,8.285754089E0
2.894097687E1,3.569488525E0,-1.937417030E0,-5.203328133E0,6.600716381E0
2.894569187E1,3.058285236E0,-1.942817688E0,-4.539286613E0,5.807992090E0
2.895040692E1,2.246475697E0,-2.044986725E0,-7.028601170E-1,3.118114190E0
2.895512192E1,1.205743909E0,-1.935198784E0,-3.120095253E0,3.864428431E0
2.895983692E1,1.532466412E0,-1.129628181E0,-4.218557835E0,4.628254891E0
2.896455192E1,2.743759632E0,5.807876587E-3,-3.150391340E0,4.177704662E0
2.896926692E1,3.958251953E0,6.113319397E-1,1.160293102E0,4.169863948E0
2.897398198E1,4.583436966E0,3.021612167E-1,7.004792690E0,8.376533678E0
2.897869698E1,7.213483334E0,1.716206551E0,3.599495411E0,8.242334253E0
2.898341198E1,1.005600166E1,1.676712036E0,-3.714215755E-1,1.020159236E1
2.898812698E1,1.165544128E1,3.313707829E0,-3.752838135E0,1.268517896E1
2.899284192E1,1.202116299E1,4.404236794E0,-6.742055893E0,1.446931163E1
2.899755698E1,1.220332336E1,5.068049431E0,-7.047088623E0,1.497556958E1
2.900227203E1,1.196041393E1,5.710638046E0,-5.985083103E0,1.454249319E1
2.900698703E1,1.091072369E1,6.360174656E0,-6.174441814E0,1.405771833E1
2.901170203E1,1.017585278E1,5.694388390E0,-4.476681232E0,1.249058500E1
2.901641703E1,9.745040894E0,4.770709038E0,4.149292469E0,1.161645879E1
2.902113203E1,8.699330330E0,4.788855076E0,4.781436443E0,1.102150696E1
2.902584708E1,8.049838066E0,5.069637775E0,4.138105392E0,1.037424871E1
2.903056208E1,7.652454853E0,5.541514397E0,3.346590042E0,1.002337827E1
2.903527708E1,7.297617912E0,6.333764553E0,2.801327705E0,1.006077718E1
2.903999208E1,6.849995613E0,7.073386192E0,2.661248207E0,1.019987618E1
2.904470708E1,6.338754654E0,7.593130589E0,2.854966640E0,1.029496368E1
2.904942213E1,5.780321598E0,7.830797672E0,3.425010681E0,1.031814945E1
2.905413713E1,5.101629734E0,7.900985241E0,4.288988113E0,1.033671189E1
2.905885213E1,4.288410187E0,7.717643738E0,5.135062218E0,1.021378239E1
2.906356713E1,3.436626434E0,7.400549412E0,5.785524368E0,1.000254093E1
2.906828213E1,2.641282320E0,6.897797585E0,6.030207157E0,9.535165555E0
2.907299718E1,2.000514269E0,6.320419788E0,5.855914593E0,8.845422509E0
2.907771218E1,1.691670060E0,5.941949368E0,5.532082081E0,8.292915171E0
2.908242718E1,1.775466681E0,5.782039642E0,5.141539574E0,7.938494413E0
2.908714218E1,2.172610283E0,6.084869385E0,4.772140026E0,8.032383911E0
2.909185718E1,2.654831409E0,6.673582077E0,4.363668919E0,8.403953473E0
2.909657218E1,3.055632353E0,7.170379162E0,3.951343536E0,8.738669358E0
2.910128724E1,3.189817190E0,7.613134861E0,3.832444191E0,9.100680447E0
2.910600224E1,2.911679983E0,7.585045815E0,3.887151241E0,9.006705563E0
2.911071724E1,2.105904818E0,7.080718517E0,4.138595581E0,8.467548831E0
2.911543224E1,1.031857014E0,6.424551010E0,4.628427982E0,7.985106772E0
2.912014729E1,-2.129786015E-1,5.635009289E0,4.992089748E0,7.531244892E0
2.912486229E1,-1.272864103E0,4.859724998E0,5.434280872E0,7.400575564E0
2.912957729E1,-2.069588661E0,4.120951176E0,6.148633957E0,7.685774870E0
2.913429229E1,-2.782567739E0,3.479324341E0,6.969985485E0,8.272187060E0
2.913900729E1,-3.532779694E0,2.895964622E0,7.504477978E0,8.785461466E0
2.914372229E1,-4.235926628E0,2.232501984E0,7.722966671E0,9.086878106E0
2.914843734E1,-4.717807770E0,1.661690235E0,7.749837399E0,9.223822651E0
2.915315234E1,-4.943920612E0,1.275000095E0,7.580827713E0,9.139853668E0
2.915786734E1,-4.918436050E0,8.194994926E-1,7.321581364E0,8.858224781E0
2.916258234E1,-4.578844547E0,6.153850555E-1,7.081733704E0,8.455499299E0
2.916729734E1,-3.982874632E0,4.316043854E-1,6.946300983E0,8.018769858E0
2.917201239E1,-3.298046112E0,2.183351517E-1,6.784714222E0,7.546994466E0
2.917672739E1,-2.747748375E0,2.209901810E-2,6.590922832E0,7.140789402E0
2.918144239E1,-2.557679176E0,-4.284224510E-1,6.192299843E0,6.713407921E0
2.918615739E1,-2.603134632E0,-9.482078552E-1,5.708458424E0,6.345226995E0
2.919087239E1,-2.812959671E0,-1.471218586E0,5.082705975E0,5.992589279E0
2.919558739E1,-3.138376713E0,-2.031898022E0,4.121539593E0,5.564629959E0
2.920030244E1,-3.476356506E0,-2.488790989E0,3.038960457E0,5.245418554E0
2.920501744E1,-3.701651573E0,-2.587142944E0,2.043858528E0,4.957105069E0
2.920973244E1,-3.932860136E0,-2.823947430E0,1.353554249E0,5.027342940E0
2.921444744E1,-4.130002499E0,-3.061142445E0,1.073918343E0,5.251743930E0
2.921916244E1,-4.310266495E0,-3.424476624E0,9.995236397E-1,5.595041100E0
2.922387750E1,-4.471863270E0,-3.690840960E0,9.444103241E-1,5.874672668E0
2.922859250E1,-4.579544067E0,-3.709415197E0,9.856748581E-1,5.975243919E0
2.923330750E1,-4.736572266E0,-3.529643536E0,8.947219849E-1,5.974447903E0
2.923802250E1,-4.926993847E0,-3.481566429E0,5.921630859E-1,6.061949380E0
2.924273744E1,-5.062310219E0,-3.536028862E0,2.276449203E-1,6.179183366E0
2.924745255E1,-5.057261944E0,-3.698200703E0,1.071462631E-1,6.266104621E0
2.925216755E1,-5.005632401E0,-3.825612068E0,3.388156891E-1,6.309236047E0
2.925688255E1,-5.094916821E0,-3.856436014E0,6.860132217E-1,6.426576871E0
2.926159755E1,-5.306393623E0,-3.900414228E0,9.841232300E-1,6.658794408E0
2.926631255E1,-5.478898048E0,-4.019115925E0,1.112343788E0,6.885413956E0
2.927102755E1,-5.639999390E0,-4.449742794E0,8.413915634E-1,7.233100567E0
2.927574260E1,-5.632286072E0,-5.046217918E0,2.106018066E-1,7.565138121E0
2.928045760E1,-5.528123856E0,-5.428485870E0,-4.158868790E-1,7.758967335E0
2.928517260E1,-5.251156330E0,-5.423300266E0,-8.326368332E-1,7.594742437E0
2.928988760E1,-4.902166843E0,-5.250035286E0,-1.221661568E0,7.286052927E0
2.929460260E1,-4.611383915E0,-5.414651394E0,-1.668804646E0,7.305355588E0
2.929931765E1,-4.418566227E0,-5.767675877E0,-2.101936340E0,7.563593650E0
2.930403265E1,-4.213812351E0,-6.046109200E0,-2.335068703E0,7.730730679E0
2.930874765E1,-4.009313583E0,-6.155527592E0,-2.178648949E0,7.662351244E0
2.931346265E1,-3.935682058E0,-6.097507000E0,-1.821220398E0,7.482381213E0
2.931817765E1,-4.138451576E0,-6.088199139E0,-1.493557453E0,7.511568682E0
2.932289265E1,-4.487583160E0,-6.394972801E0,-1.463488579E0,7.948325520E0
2.932760765E1,-4.730425835E0,-6.696188450E0,-1.615548134E0,8.356187175E0
2.933232270E1,-4.763227463E0,-6.862176418E0,-1.810387135E0,8.547239475E0
2.933703770E1,-4.636281967E0,-6.840251446E0,-2.114034176E0,8.529553964E0
2.934175270E1,-4.343020916E0,-6.401804447E0,-2.386711121E0,8.095759435E0
2.934646770E1,-3.940100193E0,-5.711482048E0,-2.674816132E0,7.436400880E0
2.935118270E1,-3.370321751E0,-5.220339298E0,-3.139222622E0,6.961733244E0
2.935589776E1,-2.806537390E0,-5.019827843E0,-3.792517185E0,6.889013739E0
2.936061276E1,-2.204899788E0,-4.809198380E0,-4.404133320E0,6.883775303E0
2.936532776E1,-1.592061281E0,-4.493317127E0,-4.921113014E0,6.851416731E0
2.937004276E1,-1.074514031E0,-4.081796646E0,-5.357948303E0,6.820795722E0
2.937475776E1,-6.086680889E-1,-3.606908321E0,-5.710696220E0,6.781763473E0
2.937947281E1,-1.767041683E-1,-3.261917591E0,-6.000467777E0,6.832052713E0
2.938418781E1,2.610802650E-2,-3.100344658E0,-6.048457623E0,6.796812359E0
2.938890281E1,-5.044507980E-2,-2.922851324E0,-5.800757885E0,6.495721408E0
2.939361781E1,-3.140881062E-1,-2.641053438E0,-5.413453102E0,6.031524607E0
2.939833281E1,-6.888531446E-1,-2.578490257E0,-4.970013618E0,5.641291167E0
2.940304781E1,-1.101498127E0,-2.900960445E0,-4.715400696E0,5.644809417E0
2.940776286E1,-1.572384357E0,-3.406671047E0,-4.539530277E0,5.889408742E0
2.941247781E1,-1.874021053E0,-3.713305473E0,-4.269772530E0,5.960834665E0
2.941719286E1,-2.022306442E0,-3.770995140E0,-3.632770538E0,5.613122970E0
2.942190786E1,-2.095270634E0,-3.598060608E0,-2.923837662E0,5.087732878E0
2.942662286E1,-2.210078239E0,-3.555456161E0,-2.481109142E0,4.866376159E0
2.943133791E1,-2.322688341E0,-3.649336338E0,-2.240687370E0,4.871674941E0
2.943605291E1,-2.413216114E0,-3.690641880E0,-2.052543163E0,4.863885580E0
2.944076791E1,-2.393928289E0,-3.782681465E0,-1.857793808E0,4.846748349E0
2.944548291E1,-2.266047955E0,-3.822111607E0,-1.593645573E0,4.720510214E0
2.945019791E1,-2.066840649E0,-3.723721504E0,-1.346367359E0,4.466613614E0
2.945491297E1,-1.817633390E0,-3.740437746E0,-1.083318710E0,4.297469616E0
2.945962797E1,-1.538746357E0,-3.656334877E0,-8.390254974E-1,4.054687271E0
2.946434296E1,-1.217034578E0,-3.441915751E0,-5.571899414E-1,3.693022858E0
2.946905796E1,-9.353916645E-1,-3.273383856E0,-3.534927368E-1,3.422711871E0
2.947377297E1,-7.303420305E-1,-3.202944279E0,-2.473726273E-1,3.294456670E0
2.947848797E1,-5.495700836E-1,-3.254613638E0,-2.193937302E-1,3.307970801E0
2.948320302E1,-4.953454733E-1,-3.390341997E0,-3.214817047E-1,3.441385837E0
2.948791796E1,-4.942444563E-1,-3.276448250E0,-5.094747543E-1,3.352455107E0
2.949263302E1,2.375404835E-1,-1.939341903E0,1.849433899E0,2.690330508E0
2.949734802E1,3.304262161E0,-1.353195429E0,7.333644867E0,8.156692549E0
2.950206302E1,6.778895855E-2,-3.500356197E0,2.194705963E0,4.132048295E0
